rišša#gabba	rissja#gabba
deaddin#ruovdi	diedden#ruovdde
lávgen#ruovdi	lávggen#ruovdde
leiken#ruovdi	lejkken#ruovdde
ávjo#ruovdi	ávjjo#ruovdde
skielto#ruovdi	skiellto#ruovdde
ráđas#ruovdi	rádás#ruovdde
oalás#ruovdi	oalás#ruovdde
čeavrá#ruovdi	tjævrrá#ruovdde
dolla#ruovdi	dållå#ruovdde
álbmot#viđa#vuovdi	álmmut#vida#vuovdde
guossa#vuovdi	guossa#vuovdde
stáhta#vuovdi	stáhta#vuovdde
lasta#vuovdi	lassta#vuovdde
gilvva#vuovdi	gilva#vuovdde
bođuid#vuovdi	bådujd#vuovdde
suodje#vuovdi	suodje#vuovdde
soahke#vuovdi	soahke#vuovdde
náhkke#vuovdi	náhkke#vuovdde
beahce#vuovdi	biehtse#vuovdde
goahcce#vuovdi	goahttse#vuovdde
mangrove#vuovdi	mangruve#vuovdde
arve#vuovdi	arvve#vuovdde
álgo#vuovdi	álggo#vuovdde
njuolggo#vuovdi	njuolgo#vuovdde
dahku#vuovdi	dahko#vuovdde
almennet#vuovdi	almennet#vuovdde
juolge#čuvdi	juolgge#tjuvdde
bihkka#hávdi	bihkka#hávdde
árdna#hávdi	árnna#hávdde
ártna#hávdi	árna#hávdde
ára#hávdi	ára#hávdde
suorbma#lávdi	suormma#lávdde
lássa#lávdi	lássa#lávdde
klássa#lávdi	klássa#lávdde
lodde#lávdi	lådde#lávdde
láse#lávdi	láse#lávdde
vuođđo#lávdi	vuoddo#lávdde
olgo#lávdi	ålggo#lávdde
luođu#návdi	luodo#návdde
čeabet#návdi	tjiebet#návdde
bora#návdi	bårå#návdde
roavva#rávdi	roavva#rávdde
belle#rávdi	belle#rávdde
golle#rávdi	gålle#rávdde
seaidne#rávdi	siejnne#rávdde
fárfo#rávdi	fárffo#rávdde
boallo#rávdi	boallo#rávdde
bolot#rávdi	bålut#rávdde
láhka#dovdi	láhka#dåvdde
ášše#dovdi	ássje#dåvdde
álbmoga#riekte#ášše#dovdi	álmmuga#riekte#ássje#dåvdde
álbmoga#riekte#ášši#dovdi	álmmuga#riekte#ássje#dåvdde
álbmot#riekte#ášše#dovdi	álmmut#riekte#ássje#dåvdde
álbmot#riekte#ášši#dovdi	álmmut#riekte#ássje#dåvdde
čuoldda#báddi	tjuolda#bádde
geardda#báddi	gierda#bádde
divga#báddi	divgga#bádde
gavdnja#báddi	gavnnja#bádde
njuovčča#báddi	njuovtja#bádde
jietna#báddi	jiedna#bádde
giehpa#báddi	giehpa#bádde
hirra#báddi	hirra#bádde
uksa#báddi	uksa#bádde
harca#báddi	harttsa#bádde
bavssa#báddi	bavsa#bádde
giehta#báddi	giehta#bádde
veatta#báddi	vietta#bádde
hearva#báddi	hiervva#bádde
noađđe#báddi	noadde#bádde
radde#báddi	radde#bádde
lodde#báddi	lådde#bádde
oalge#báddi	oalgge#bádde
čielge#báddi	tjielgge#bádde
dávge#báddi	dávgge#bádde
čoavje#báddi	tjoavjje#bádde
niske#báddi	nisske#bádde
naleš#báddi	nalesj#bádde
gippal#báddi	gippal#bádde
biššan#báddi	bissjan#bádde
erren#báddi	erren#bádde
biššon#báddi	bissjun#bádde
njuikun#báddi	njujkkun#bádde
vide^o#báddi	vide^o#bádde
bivdo#báddi	bivddo#bádde
searro#báddi	sierro#bádde
máhco#báddi	máhtso#bádde
máhcco#báddi	máhttso#bádde
mihtto#báddi	mihtto#bádde
ákŋo#báddi	ágŋo#bádde
fiehtar#báddi	fiehtar#bádde
gahper#báddi	gahper#bádde
sugus#báddi	sugus#bádde
fanas#báddi	fanás#bádde
hearva#biras#báddi	hiervva#birás#bádde
muođo#biras#báddi	muodo#birás#bádde
bessodat#báddi	bessudat#bádde
sabet#báddi	sabet#bádde
valat#báddi	valát#bádde
reaggá#báddi	ræggá#bádde
govva#báddi	gåvvå#bádde
giella#gáddi	giella#gádde
vuotna#gáddi	vuodna#gádde
mearra#gáddi	mierra#gádde
áhpe#gáddi	áhpe#gádde
áhpi#gáddi	áhpe#gádde
jávre#gáddi	jávrre#gádde
guolle#jávre#gáddi	guolle#jávrre#gádde
joh#gáddi	jåh#gádde
riddo#gáddi	riddo#gádde
eatno#gáddi	iedno#gádde
deatno#gáddi	diedno#gádde
viervvá#gáddi	viervá#gádde
johka#gáddi	jåhkå#gádde
dolla#gáddi	dållå#gádde
duolba#láđđi	duolbba#ládde
namma#láđđi	namma#ládde
niske#láđđi	nisske#ládde
soadje#geaš#láđđi	soadje#giesj#ládde
hárdo#láđđi	hárddo#ládde
ráhkkanus#láđđi	ráhkkanus#ládde
biras#láđđi	birás#ládde
ohca#láđđi	åhtså#ládde
govva#láđđi	gåvvå#ládde
searve#gotte#bláđđi	siervve#gåtte#bládde
bajás#čuvgehus#bláđđi	bajás#tjuvggehus#bládde
govva#bláđđi	gåvvå#bládde
riikka#ráđđi	rijka#rádde
giella#ráđđi	giella#rádde
stáhta#ráđđi	stáhta#rádde
nuoraid#ráđđi	nuorajd#rádde
oahppiid#ráđđi	oahppijd#rádde
ohppiid#ráđđi	åhppijd#rádde
searve#godde#ráđđi	siervve#gådde#rádde
sáme#digge#ráđđi	sáme#digge#rádde
duodje#ráđđi	duodje#rádde
má#ilmmi#ráđđi	má#ilme#rádde
dutkan#ráđđi	dutkan#rádde
váhnen#ráđđi	váhnen#rádde
huksen#ráđđi	huksen#rádde
girko#ráđđi	girkko#rádde
kirko#ráđđi	kirkko#rádde
kultur#muito#ráđđi	kultur#mujtto#rádde
ministtar#ráđđi	minestar#rádde
kultur#ráddi	kultur#rádde
máles#ráđđi	máles#rádde
hálddahus#ráđđi	háldahus#rádde
ovttas#ráđđi	åvtås#rádde
luohkká#ráđđi	luohkká#rádde
dolla#ráddi	dållå#rádde
ullo#bođđi	ullo#bådde
hoavda#goddi	hoavdda#gådde
dieđa#goddi	dieda#gådde
vilges#bieža#goddi	vilgges#bietja#gådde
veahka#goddi	viehka#gådde
riikka#goddi	rijka#gådde
válga#namma#goddi	válgga#namma#gådde
doaibma#goddi	doajmma#gådde
dáidda#doaibma#goddi	dájda#doajmma#gådde
gili#doaibma#goddi	gile#doajmma#gådde
sosiála#oadjo#doaibma#goddi	sosial#oadjo#doajmma#gådde
báhppa#goddi	báhppa#gådde
bearra#goddi	bierra#gådde
bárra#goddi	bárra#gådde
fákta#goddi	fákta#gådde
sátta#goddi	sátta#gådde
vuovde#goddi	vuovdde#gådde
lávde#goddi	lávdde#gådde
gielda#lávde#goddi	giellda#lávdde#gådde
vuoigatvuođa#lávde#goddi	vuojggatvuoda#lávdde#gådde
sáme#vuoigatvuođa#lávde#goddi	sáme#vuojggatvuoda#lávdde#gådde
sámi#vuoigatvuođa#lávde#goddi	sáme#vuojggatvuoda#lávdde#gådde
olmmoš#vuoigatvuođa#lávde#goddi	ålmusj#vuojggatvuoda#lávdde#gådde
oktavuođa#lávde#goddi	åktåvuoda#lávdde#gådde
válga#lávde#goddi	válgga#lávdde#gådde
fága#lávde#goddi	fága#lávdde#gådde
olympia#lávde#goddi	ålympia#lávdde#gådde
ekonomiija#lávde#goddi	ekunomijja#lávdde#gådde
láhka#lávde#goddi	láhka#lávdde#gådde
válga#láhka#lávde#goddi	válgga#láhka#lávdde#gådde
plána#láhka#lávde#goddi	plána#láhka#lávdde#gådde
luossa#láhka#lávde#goddi	luossa#láhka#lávdde#gådde
eana#vuovdin#láhka#lávde#goddi	iena#vuovdden#láhka#lávdde#gådde
boazo#doallo#láhka#lávde#goddi	boatso#doallo#láhka#lávdde#gådde
giella#lávde#goddi	giella#lávdde#gådde
skuvla#lávde#goddi	skuvlla#lávdde#gådde
sosiála#lávde#goddi	sosial#lávdde#gådde
boazo#doallo#plána#lávde#goddi	boatso#doallo#plána#lávdde#gådde
dispa#lávde#goddi	disspa#lávdde#gådde
vádjolus#luossa#lávde#goddi	vádjulus#luossa#lávdde#gådde
ekspearta#lávde#goddi	ekspearta#lávdde#gådde
klieanta#lávde#goddi	klieantta#lávdde#gådde
klienta#lávde#goddi	klientta#lávdde#gådde
nuoraid#lávde#goddi	nuorajd#lávdde#gådde
guovllu#vuovde#lávde#goddi	guovlo#vuovdde#lávdde#gådde
riekte#veahkke#lávde#goddi	riekte#viehkke#lávdde#gådde
stáhta#čálli#lávde#goddi	stáhta#tjálle#lávdde#gådde
sáme#lávde#goddi	sáme#lávdde#gådde
sámi#lávde#goddi	sáme#lávdde#gådde
bora#spire#lávde#goddi	bårå#spire#lávdde#gådde
gielda#oasse#lávde#goddi	giellda#oasse#lávdde#gådde
riikka#oasse#lávde#goddi	rijka#oasse#lávdde#gådde
riika#oasse#lávde#goddi	rijkka#oasse#lávdde#gådde
doaibma#juogadan#lávde#goddi	doajmma#juogadan#lávdde#gådde
čáskadan#lávde#goddi	tjásskadan#lávdde#gådde
vuođđudan#lávde#goddi	vuoddudan#lávdde#gådde
gozihan#lávde#goddi	gåtsehan#lávdde#gådde
bearrái#geahččan#lávde#goddi	bærráj#giehttjan#lávdde#gådde
dutkan#lávde#goddi	dutkan#lávdde#gådde
šiehtadallan#lávde#goddi	sjiehtadallan#lávdde#gådde
logahallan#lávde#goddi	lågåhallan#lávdde#gådde
dárkkistan#lávde#goddi	dárkestan#lávdde#gådde
guolástan#lávde#goddi	guolástan#lávdde#gådde
váidin#lávde#goddi	vájdden#lávdde#gådde
geavaheaddji#váidin#lávde#goddi	gievaheaddje#vájdden#lávdde#gådde
regionaliseren#lávde#goddi	regionaliseren#lávdde#gådde
huksen#lávde#goddi	huksen#lávdde#gådde
sisa#oastin#lávde#goddi	sisa#oassten#lávdde#gådde
olgunastin#lávde#goddi	ålggunastin#lávdde#gådde
vákšun#lávde#goddi	váksjun#lávdde#gådde
seksuála#láhka#rihkkun#lávde#goddi	seksoála#láhka#rihkkun#lávdde#gådde
boazo#guohton#lávde#goddi	boatso#guohtun#lávdde#gådde
boazo#guohtun#lávde#goddi	boatso#guohtun#lávdde#gådde
fuođđo#lávde#goddi	fuoddo#lávdde#gådde
fuođđu#lávde#goddi	fuoddo#lávdde#gådde
váldo#lávde#goddi	válldo#lávdde#gådde
bargo#lávde#goddi	barggo#lávdde#gådde
ovttas#bargo#lávde#goddi	åvtås#barggo#lávdde#gådde
girje#rádjo#lávde#goddi	girjje#rádjo#lávdde#gådde
eana#doallo#lávde#goddi	iena#doallo#lávdde#gådde
eanan#doallo#lávde#goddi	ienan#doallo#lávdde#gådde
boazo#doallo#lávde#goddi	boatso#doallo#lávdde#gådde
oahppo#lávde#goddi	oahppo#lávdde#gådde
dásse#árvo#lávde#goddi	dásse#árvvo#lávdde#gådde
dihtor#lávde#goddi	dihtur#lávdde#gådde
kultur#lávde#goddi	kultur#lávdde#gådde
justis#lávde#goddi	jusstes#lávdde#gådde
válga#njuolggadus#lávde#goddi	válgga#njuolgadus#lávdde#gådde
fápmudus#lávde#goddi	fábmudus#lávdde#gådde
ealáhus#lávde#goddi	æláhus#lávdde#gådde
guolástus#lávde#goddi	guolástus#lávdde#gådde
bargo#biras#lávde#goddi	barggo#birás#lávdde#gådde
vuolit#lávde#goddi	vuolet#lávdde#gådde
eurohpá#lávde#goddi	euruhpá#lávdde#gådde
válde#goddi	vállde#gådde
váldi#goddi	vállde#gådde
digge#goddi	digge#gådde
báike#goddi	bájkke#gådde
guolle#goddi	guolle#gådde
luoste#goddi	luosste#gådde
searve#goddi	siervve#gådde
searvi#goddi	siervve#gådde
eana#searve#goddi	iena#siervve#gådde
oahpaheai#goddi	oahpaheaj#gådde
oktasaš#goddi	åktåsasj#gådde
olmmoš#goddi	ålmusj#gådde
beaivváš#goddi	bæjvásj#gådde
jođihan#goddi	jådehan#gådde
ráđđádallan#goddi	ráddádallan#gådde
eatnan#goddi	iednan#gådde
eanan#goddi	ienan#gådde
dárkkistan#goddi	dárkestan#gådde
guolástan#goddi	guolástan#gådde
ovddastan#goddi	åvdåstan#gådde
hovden#goddi	håvdden#gådde
čállin#goddi	tjállen#gådde
stivren#goddi	stivrren#gådde
bargo#goddi	barggo#gådde
vuođđo#láhka#válljo#goddi	vuoddo#láhka#válljo#gådde
doallo#goddi	doallo#gådde
riddár#goddi	riddár#gådde
áirras#goddi	ájrras#gådde
rukses#goddi	rukses#gådde
oasus#goddi	oasus#gådde
beroštus#goddi	berusjtus#gådde
guolástus#goddi	guolástus#gådde
proavás#goddi	proavás#gådde
ovddas#goddi	åvdås#gådde
oskkoldat#ovttas#goddi	åskuldat#åvtås#gådde
ossodat#goddi	åssudat#gådde
bearat#goddi	bierat#gådde
má#goddi	má#gådde
bismá#goddi	bissmá#gådde
mánná#goddi	mánná#gådde
bálvá#goddi	bálvvá#gådde
ovda#goddi	åvddå#gådde
gieldda#ovda#goddi	gielda#åvddå#gådde
sohka#goddi	såhkå#gådde
olmmoš#sohka#goddi	ålmusj#såhkå#gådde
kanári^a#loddi	kanáre^a#lådde
bumbba#loddi	bumba#lådde
goarga#loddi	goargga#lådde
idja#loddi	idja#lådde
skutnja#loddi	skudnja#lådde
hálka#loddi	hálkka#lådde
sávlla#loddi	sávla#lådde
eana#loddi	iena#lådde
bumpa#loddi	bumppa#lådde
meara#loddi	miera#lådde
stuora#loddi	stuora#lådde
muorra#loddi	muorra#lådde
stuorra#loddi	stuorra#lådde
gazza#loddi	gadtsa#lådde
jiekŋa#loddi	jiegŋa#lådde
ribbe#loddi	ribbe#lådde
leaibe#loddi	liejbbe#lådde
bealge#loddi	bielgge#lådde
jievže#loddi	jievttje#lådde
lápme#loddi	lábme#lådde
ritne#loddi	ridne#lådde
skáhpe#loddi	skáhpe#lådde
beahce#loddi	biehtse#lådde
čáhce#loddi	tjáhtse#lådde
meahcce#loddi	miehttse#lådde
moahte#loddi	moahte#lådde
johtti#loddi	jåhtte#lådde
ovtta#beaivve#loddi	åvtå#biejve#lådde
davve#loddi	davve#lådde
beaive#loddi	biejvve#lådde
sieđga#beaive#loddi	siergga#biejvve#lådde
gálla#beaive#loddi	gálla#biejvve#lådde
giehpa#beaive#loddi	giehpa#biejvve#lådde
suoidne#beaive#loddi	suojnne#biejvve#lådde
suhpe#beaive#loddi	suhpe#biejvve#lådde
amirál#beaive#loddi	amerál#biejvve#lådde
apollo#beaive#loddi	apullo#biejvve#lådde
riddár#beaive#loddi	riddár#biejvve#lådde
seavdnjadas#beaive#loddi	sievnnjadas#biejvve#lådde
gáskálas#beaive#loddi	gásskálas#biejvve#lådde
fiskes#beaive#loddi	fisskes#biejvve#lådde
dálve#loddi	dálvve#lådde
vaktel#loddi	vaktel#lådde
caggan#loddi	tsaggan#lådde
pelikan#loddi	pelekan#lådde
eanan#loddi	ienan#lådde
čohkkán#loddi	tjåhkkån#lådde
biebmo#loddi	biebbmo#lådde
bárbmo#loddi	bármmo#lådde
bárpmu#loddi	bármo#lådde
guovsso#loddi	guovso#lådde
goarto#loddi	goartto#lådde
vuonccis#loddi	vuontses#lådde
bihcebás#loddi	bihtsebás#lådde
gurbmá#loddi	gurmmá#lådde
bora#loddi	bårå#lådde
suotna#šaldi	suodna#sjallde
njunne#sildi	njunne#sillde
čoarve#sildi	tjoarvve#sillde
vuovde#fáldi	vuovdde#fállde
sáme#fáldi	sáme#fállde
sámi#fáldi	sáme#fállde
vearro#fáldi	vierro#fállde
vuolit#fáldi	vuolet#fállde
goađe#háldi	goade#hállde
meahcce#háldi	miehttse#hállde
veahka#váldi	viehka#vállde
miela#váldi	miela#vállde
hirbma#váldi	hirmma#vállde
stuorra#váldi	stuorra#vállde
stáhta#váldi	stáhta#vállde
agoarta#váldi	agoarta#vállde
árbe#váldi	árbbe#vállde
vuovde#váldi	vuovdde#vállde
eisse#váldi	ejse#vállde
bargo#eisse#váldi	barggo#ejse#vállde
bargo#fápmo#eisse#váldi	barggo#fábmo#ejse#vállde
hálddahus#eisse#váldi	háldahus#ejse#vállde
oasse#váldi	oasse#vállde
panela#oasse#váldi	panela#oasse#vállde
eise#váldi	ejsse#vállde
válga#eise#váldi	válgga#ejsse#vállde
fága#eise#váldi	fága#ejsse#vállde
skuvla#eise#váldi	skuvlla#ejsse#vállde
plána#eise#váldi	plána#ejsse#vállde
stáhta#eise#váldi	stáhta#ejsse#vállde
ámta#eise#váldi	ámta#ejsse#vállde
suorge#eise#váldi	suorgge#ejsse#vállde
guovddáš#eise#váldi	guovdásj#ejsse#vállde
hálddašan#eise#váldi	háldatjan#ejsse#vállde
guolástan#eise#váldi	guolástan#ejsse#vállde
eana#vuovdin#eise#váldi	iena#vuovdden#ejsse#vállde
gáhtten#eise#váldi	gáhtten#ejsse#vállde
biras#gáhtten#eise#váldi	birás#gáhtten#ejsse#vállde
bargo#eise#váldi	barggo#ejsse#vállde
geahččo#eise#váldi	giehttjo#ejsse#vállde
eana#doallo#eise#váldi	iena#doallo#ejsse#vállde
eanan#doallo#eise#váldi	ienan#doallo#ejsse#vállde
boazo#doallo#eise#váldi	boatso#doallo#ejsse#vállde
bargo#fápmo#eise#váldi	barggo#fábmo#ejsse#vállde
geaidno#eise#váldi	giejnno#ejsse#vállde
kultur#muito#eise#váldi	kultur#mujtto#ejsse#vállde
guolástus#eise#váldi	guolástus#ejsse#vállde
livnnet#eise#váldi	livnet#ejsse#vállde
dásse#váldi	dásse#vállde
visum#váldi	visum#vállde
juogadan#váldi	juogadan#vállde
nammadan#váldi	nammadan#vállde
mearridan#váldi	mierredan#vállde
doaimmahan#váldi	doajmahan#vállde
váikkuhan#váldi	vájkuhan#vállde
hálddašan#váldi	háldatjan#vállde
vuodjin#váldi	vuodjen#vállde
duopmo#váldi	duobmo#vállde
stuorra#dállo#eaiggát#duopmo#váldi	stuorra#dállo#æjgát#duobmo#vállde
vearro#váldi	vierro#vállde
gonagas#váldi	gånågas#vállde
julmmes#váldi	julmes#vállde
álbmot#váldi	álmmut#vállde
stuora#herttot#váldi	stuora#hertut#vállde
bálká#váldi	bálkká#vállde
govva#váldi	gåvvå#vállde
badje#verdde	badje#verde
gávpe#verdde	gávppe#verde
girko#verdde	girkko#verde
kirko#verdde	kirkko#verde
ruovde#máđe	ruovdde#máde
jievja#skuolfi	jievjja#skuolffe
stuorra#skuolfi	stuorra#skuolffe
beallje#skuolfi	biellje#skuolffe
cihce#skuolfi	tsihtse#skuolffe
sáhpán#skuolfi	sáhpán#skuolffe
govu#skuolfi	gåvo#skuolffe
vilges#skuolfi	vilgges#skuolffe
ránes#skuolfi	ránes#skuolffe
govus#skuolfi	gåvus#skuolffe
bussá#skuolfi	bussá#skuolffe
jeagge#darfi	jiegge#darffe
daŋas#darfi	daŋás#darffe
mearra#márfi	mierra#márffe
salami#márfi	saláme#márffe
fárfo#márfi	fárffo#márffe
luonddu#ráffi	luondo#ráffe
guohton#ráfi	guohtun#ráfe
guohtun#ráfi	guohtun#ráfe
dálu#ráfi	dálo#ráfe
suoidne#heage	suojnne#hiege
suorbma#faggi	suormma#fagge
rigge#faggi	rigge#fagge
vuoššan#faggi	vuossjan#fagge
goallostan#faggi	goallustan#fagge
goallos#faggi	goallus#fagge
luome#čoaggi	luome#tjoagge
monne#čoaggi	månne#tjoagge
uksa#caggi	uksa#tsagge
gálva#caggi	gálvva#tsagge
goahte#caggi	goahte#tsagge
ieš#caggi	iesj#tsagge
boagan#caggi	bågan#tsagge
boagán#caggi	boagán#tsagge
váldo#caggi	válldo#tsagge
stággo#caggi	stággo#tsagge
boaššo#caggi	boassjo#tsagge
bearjjas#caggi	bierjas#tsagge
vuovde#jeaggi	vuovdde#jiegge
darfe#jeaggi	darffe#jiegge
lavdnje#jeaggi	lavnnje#jiegge
luome#jeaggi	luome#jiegge
čáhce#jeaggi	tjáhtse#jiegge
vujohat#jeaggi	vujuhat#jiegge
válga#diggi	válgga#digge
fylka#diggi	fylkka#digge
fylkka#diggi	fylka#digge
luossa#diggi	luossa#digge
ámta#diggi	ámta#digge
sámi#diggi	sáme#digge
dálve#diggi	dálvve#digge
odel#diggi	ådel#digge
eanan#juohkin#diggi	ienan#juohken#digge
čalbme#riggi	tjalmme#rigge
dákte#riggi	dákte#rigge
čoarve#riggi	tjoarvve#rigge
lávvo#riggi	lávvo#rigge
iđđes#veaigi	iddes#viejgge
eahkes#veaigi	iehkes#viejgge
iđđedis#veaigi	iddedis#viejgge
iđedis#veaigi	idedis#viejgge
eahkedis#veaigi	iehkedis#viejgge
iđit#veaigi	idet#viejgge
eahket#veaigi	iehket#viejgge
minerála#liigi	minerála#lijgge
ávnnas#liigi	ávnas#lijgge
dálo#buoigi	dálo#buojgge
birra#čuoigi	birra#tjuojgge
albma#suoigi	almma#suojgge
giđa#áigi	gida#ájgge
stuorisvuođa#áigi	stuoresvuoda#ájgge
vikiŋga#áigi	vikeŋga#ájgge
friddja#áigi	friddja#ájgge
čuoikka#áigi	tjuojka#ájgge
gaska#áigi	gasska#ájgge
soahte#gaska#áigi	soahte#gasska#ájgge
alla#áigi	alla#ájgge
ára#metálla#áigi	ára#metálla#ájgge
skuvlla#áigi	skuvla#ájgge
doaibma#áigi	doajmma#ájgge
jiekŋa#áigi	jiegŋa#ájgge
vikiŋŋa#áigi	vikeŋŋa#ájgge
sesoŋŋa#áigi	sesuŋŋa#ájgge
ruovde#áigi	ruovdde#ájgge
válde#áigi	vállde#ájgge
stuorra#válde#áigi	stuorra#vállde#ájgge
jagi#áigi	jage#ájgge
geađge#áigi	giergge#ájgge
virge#áigi	virgge#ájgge
láme#áigi	láme#ájgge
mearre#áigi	mierre#ájgge
gease#áigi	giese#ájgge
lasse#áigi	lasse#ájgge
lassi#áigi	lasse#ájgge
geasse#áigi	giesse#ájgge
soahte#áigi	soahte#ájgge
boahtte#áigi	boahtte#ájgge
dulvve#áigi	dulve#ájgge
dálvve#áigi	dálve#ájgge
gaska#beai#áigi	gasska#biej#ájgge
ovddeš#áigi	åvdesj#ájgge
dološ#áigi	dålusj#ájgge
badjel#áigi	badjel#ájgge
njuovadan#áigi	njuovadan#ájgge
gulaskuddan#áigi	guláskuddan#ájgge
ášše#meannudan#áigi	ássje#miennudan#ájgge
boradan#áigi	bårådan#ájgge
bargan#áigi	barggan#ájgge
guođohan#áigi	guoduhan#ájgge
lihkkan#áigi	lihkkan#ájgge
hárjehallan#áigi	hárjjehallan#ájgge
gitta#doallan#áigi	gitta#doallan#ájgge
doaibman#áigi	doajmman#ájgge
vuoŋásman#áigi	vuoŋásman#ájgge
mannan#áigi	mannan#ájgge
rahpan#áigi	rahpan#ájgge
čatnasan#áigi	tjadnasan#ájgge
addin#áigi	adden#ájgge
váidin#áigi	vájdden#ájgge
vuordin#áigi	vuordden#ájgge
sádden#áigi	sádden#ájgge
eallen#áigi	iellen#ájgge
eallin#áigi	iellen#ájgge
oaidnin#áigi	oajnnen#ájgge
erren#áigi	erren#ájgge
ođđasis#huksen#áigi	åddåsis#huksen#ájgge
ihtin#áigi	ihten#ájgge
ráfáiduhttin#áigi	ráfájduhttin#ájgge
miššun#áigi	missjun#ájgge
sárdnun#áigi	sárnnun#ájgge
sártnun#áigi	sárnun#ájgge
guohton#áigi	guohtun#ájgge
guohtun#áigi	guohtun#ájgge
vássán#áigi	vássán#ájgge
lohkan#áigi	låhkån#ájgge
borran#áigi	bårrån#ájgge
ohcan#áigi	åhtsån#ájgge
bivdo#áigi	bivddo#ájgge
guolle#bivdo#áigi	guolle#bivddo#ájgge
váldo#áigi	válldo#ájgge
bođu#áigi	bådo#ájgge
álgo#áigi	álggo#ájgge
bargo#áigi	barggo#ájgge
stuorra#fápmo#áigi	stuorra#fábmo#ájgge
diibmo#áigi	dijmmo#ájgge
árpmu#áigi	ármo#ájgge
oahppo#áigi	oahppo#ájgge
asttu#áigi	asto#ájgge
asto#áigi	assto#ájgge
ástto#áigi	ásto#ájgge
máttar#áigi	máttar#ájgge
rievddalmas#áigi	rievdalmas#ájgge
guhkes#áigi	guhkes#ájgge
olles#áigi	ålles#ájgge
oanehis#áigi	oanehis#ájgge
geažos#áigi	gietjus#ájgge
rabas#áigi	rabás#ájgge
doajáhat#áigi	doajáhat#ájgge
guhkit#áigi	guhket#ájgge
guottet#áigi	guottet#ájgge
ragat#áigi	ragát#ájgge
dálá#áigi	dálá#ájgge
ođđa#áigi	åddå#ájgge
bronsa#áigi	brånsså#ájgge
vuodja#dáigi	vuodja#dájgge
jeasta#dáigi	jiessta#dájgge
márfe#dáigi	márffe#dájgge
biergo#dáigi	bierggo#dájgge
smieros#dáigi	smierus#dájgge
heagga#ráigi	hiegga#rájgge
cinna#ráigi	tsinna#rájgge
dáhppa#ráigi	dáhppa#rájgge
uksa#ráigi	uksa#rájgge
bahta#ráigi	bahta#rájgge
geakta#ráigi	giekta#rájgge
suovva#ráigi	suovva#rájgge
sogge#ráigi	sågge#rájgge
beallje#ráigi	biellje#rájgge
njoaske#ráigi	njoasske#rájgge
njálbme#ráigi	njálmme#rájgge
njunne#ráigi	njunne#rájgge
láse#ráigi	láse#rájgge
náhpul#ráigi	náhpul#rájgge
gáron#ráigi	gárun#rájgge
sáhpán#ráigi	sáhpán#rájgge
juhkko#ráigi	juhkko#rájgge
náhpur#ráigi	náhpur#rájgge
liehppat#ráigi	liehppat#rájgge
cinná#ráigi	tsinná#rájgge
johka#ráigi	jåhkå#rájgge
čotta#ráigi	tjåttå#rájgge
gádde#oalgi	gádde#oalgge
davve#oalgi	davve#oalgge
juolge#bealgi	juolgge#bielgge
ceakko#bealgi	tsiekko#bielgge
ákŋo#bealgi	ágŋo#bielgge
vuoivvas#bealgi	vuojvas#bielgge
sárgga#čielgi	sárga#tjielgge
uvja#čielgi	uvjja#tjielgge
njuovčča#čielgi	njuovtja#tjielgge
liidna#čielgi	lijnna#tjielgge
leagge#čielgi	liegge#tjielgge
goahte#čielgi	goahte#tjielgge
finte#čielgi	fintte#tjielgge
vinte#čielgi	vintte#tjielgge
eatnan#čielgi	iednan#tjielgge
sárggá#čielgi	sárgá#tjielgge
ovda#čielgi	åvddå#tjielgge
giehta#sealgi	giehta#sielgge
báide#sealgi	bájdde#sielgge
guovdo#sealgi	guovddo#sielgge
gáhtto#sealgi	gáhtto#sielgge
ruškes#sealgi	russjkes#sielgge
rukses#sealgi	rukses#sielgge
má#sealgi	má#sielgge
pánta#vealgi	pántta#vielgge
matrikkel#vealgi	matrekkel#vielgge
duvdda#juolgi	duvda#juolgge
steažža#juolgi	stiedtja#juolgge
čiehka#juolgi	tjiehka#juolgge
oarra#juolgi	oarra#juolgge
gásta#juolgi	gássta#juolgge
boagge#juolgi	boagge#juolgge
geađge#juolgi	giergge#juolgge
spiehčče#juolgi	spiehttje#juolgge
steanže#juolgi	stienttje#juolgge
golle#juolgi	gålle#juolgge
reavre#juolgi	rievrre#juolgge
dielve#juolgi	dielvve#juolgge
maŋŋe#juolgi	maŋŋe#juolgge
oarj#juolgi	oarj#juolgge
ginttal#juolgi	gintal#juolgge
gánel#juolgi	gánel#juolgge
šlubbo#juolgi	slubbo#juolgge
biddo#juolgi	biddo#juolgge
bivdo#juolgi	bivddo#juolgge
dahku#juolgi	dahko#juolgge
seahkko#juolgi	siehkko#juolgge
reanto#juolgi	rientto#juolgge
luos#juolgi	luos#juolgge
ovda#juolgi	åvddå#juolgge
easka#álgi	iesska#álgge
giehta#dolgi	giehta#dålgge
oalge#dolgi	oalgge#dålgge
soadje#dolgi	soadje#dålgge
leavve#dolgi	lievve#dålgge
duottar#leavve#dolgi	duottar#lievve#dålgge
bahtoš#dolgi	bahtusj#dålgge
gardnjil#dolgi	garnnjel#dålgge
hárdo#dolgi	hárddo#dålgge
vuogo#dolgi	vuogo#dålgge
govččas#dolgi	gåvtjås#dålgge
soadjá#dolgi	soadjá#dålgge
lasta#solgi	lassta#sålgge
skier#buoggi	skier#buogge
gieldda#bargi	gielda#bargge
