sálvi^a	sálvve^a
administrahtor	admenistrahtor
indikáhtor	inddekáhtor
predikáhtor	predekáhtor
modifikáhtor	mådefikáhtor
kvantifikáhtor	kvanttefikáhtor
kompiláhtor	kåmppeláhtor
kalkuláhtor	kalkkuláhtor
estimáhtor	esstemáhtor
transformáhtor	transfurmáhtor
sub^ordináhtor	sub^årddenáhtor
ko^ordináhtor	ko^årddenáhtor
aktuáhtor	aktoáhtor
operáhtor	åperáhtor
kondensáhtor	kånddensáhtor
fokusáhtor	fåkusáhtor
analysáhtor	análysáhtor
katalysáhtor	katálysáhtor
agitáhtor	agetáhtor
konserváhtor	kånsserváhtor
projektor	pråjektor
prorektor	prårektor
sosiálsektor	såsiálsektor
transistor	transsestor
investor	invvestor
predator	predátor
leibor	lejbbur
skuibor	skujbbur
válbor	válbbur
šlámbor	slámbbur
burbor	burbbur
nábor	nábur
endor	enddur
dándor	dánddur
jándor	jánddur
bondur	bånddur
snuđđor	snuddur
veđor	vedur
liđor	lidur
linddor	lindur
málgor	málggur
gudjor	gudjur
guččor	guttjur
guovžur	guovttjur
goččor	gåttjur
ávjjur	ávjur
májor	májur
sihkor	sihkur
sekkor	sekkur
gáhkkor	gáhkkur
gilkor	gilkkur
bulkor	bulkkur
sálkor	sálkkur
bevkor	bevkkur
bovkor	båvkkur
juŋkor	juŋkkur
áŋkor	áŋkkur
boŋkor	båŋkkur
bulkkur	bulkur
ba^chelor	ba^chelur
jallor	jallur
márbmor	mármmur
lummor	lummur
humor	humur
bihppor	bihppur
burpur	burppur
purpur	purppur
terror	terrur
gisor	gisur
gissor	gissur
sensor	senssur
sponsor	spånssur
gássor	gássur
gásor	gásur
stahtor	stahtur
dihtor	dihtur
lihtor	lihtur
muhtor	muhtur
šlohtor	slåhtur
mohtor	måhtur
rohtor	råhtur
beštor	bessjtur
traktor	traktur
lektor	lektur
rektor	rektur
sektor	sektur
vektor	vektur
áktor	áktur
re^áktor	re^áktur
fáktor	fáktur
láktor	láktur
tráktor	tráktur
konttor	kåntur
dekstor	dekstur
huitor	hujttur
gántor	gánttur
kántor	kánttur
lántor	lánttur
gontor	gånttur
kontor	kånttur
gottur	gåttur
viivvur	vijvur
libar	libár
duolbbár	duolbár
gubar	gubár
dáidár	dájddár
suvdár	suvddár
skreaddár	skræddár
tetra^edar	tetra^edár
heksa^edar	heksa^edár
okta^edar	åktå^edár
hoaiddár	hoajdár
dáiddár	dájdár
finddár	findár
kunddár	kundár
bivddár	bivdár
suvddár	suvdár
eavddár	ævdár
báđar	bádár
čagar	tjagár
boargár	boarggár
márgár	márggár
sáŋgár	sáŋggár
sniiggár	snijgár
snuolggár	snuolgár
nealggár	nælgár
sáŋggár	sáŋgár
speadjár	spædjár
skeijár	skejjár
duljár	duljjár
tuljár	tuljjár
smirjár	smirjjár
buijár	bujjár
dikšár	diksjár
divššár	divsjár
čiekčár	tjiektjár
guččár	guttjár
apotehkár	aputehkár
politihkár	påletihkár
giikkár	gijkár
kiikkár	kijkár
sniikkár	snijkár
spiikkár	spijkár
buikkár	bujkár
čoahkkár	tjoahkkár
komihkkár	kåmehkkár
teknihkkár	teknehkkár
klassihkkár	klassehkkár
musihkkár	musehkkár
fysihkkár	fysehkkár
mekanihkkár	mekánihkkár
historihkkár	hissturihkkár
politihkkár	påletihkkár
veahkkár	væhkkár
gaikár	gajkkár
buikár	bujkkár
bilkár	bilkkár
skeaŋkár	skæŋkkár
bilkkár	bilkár
iskkár	iskár
fiskár	fisskár
buoskár	buosskár
ávskár	ávsskár
hávskár	hávsskár
báskár	básskár
livkkár	livkár
spivkkár	spivkár
duvhllár	duvhlár
guvhllár	guvhlár
silar	silár
hávlár	hávllár
keallár	kællár
guvllár	guvlár
dálar	dálár
gamar	gamár
duopmár	duobmár
šimar	sjimár
doaimmár	doajmár
gulbmár	gulmmár
fidnár	fiddnár
reainnár	ræjnár
stáidnár	stájnnár
reaidnár	ræjnnár
hánar	hánár
giippár	gijpár
kiippár	kijpár
šliippár	slijpár
prográmmerár	prågråmmerár
stivrrár	stivrár
kliissár	klijsár
viissár	vijsár
dálssár	dálsár
viisár	vijssár
geaisár	gæjssár
keaisár	kæjssár
meassár	mæssár
vizar	vitsár
duvssár	duvsár
biihtár	bijhtár
meaštár	mæssjtár
láittár	lájtár
áltár	álltár
reportár	repurtár
reantár	rænttár
skievttár	skievtár
rivttár	rivtár
skuvttár	skuvtár
neavttár	nævtár
duolvvár	duolvár
revolvár	revulvár
várvvár	várvár
veivár	vejvvár
geastegiivvár	giesstegijvvár
boalvár	boalvvár
eavvár	ævvár
jobbár	jåbbår
šombbár	sjåmbår
goidár	gåjddår
mordár	mårddår
morddár	mårdår
koffar	kåffår
borgár	bårggår
goččár	gåttjår
rockár	råckår
sohkar	såhkår
dollar	dållår
dollár	dållår
golár	gålår
šolár	sjålår
trolar	trålår
trolár	trålår
soidnár	såjnnår
lovpár	låvppår
lovppár	låvpår
bolsttar	bålsttår
roho-bolsttar	råho-bålsttår
moivvár	måjvår
messi^as	messe^as
heaibbas	hiejbas
váibbas	vájbas
albbas	albas
leabbadas	liebbadas
duolbadas	duolbbadas
njárbadas	njárbbadas
njárbbadas	njárbadas
seagadas	siegadas
jalgadas	jalggadas
vielgadas	vielggadas
gurgadas	gurggadas
gárgadas	gárggadas
čuovgadas	tjuovggadas
ruvgadas	ruvggadas
ávgadas	ávggadas
lávgadas	lávggadas
vielggadas	vielgadas
starggadas	stargadas
čuovggadas	tjuovgadas
seavdnjadas	sievnnjadas
ruškadas	russjkadas
čoaskkadas	tjoaskadas
njuoskkadas	njuoskadas
fiskadas	fisskadas
jávkkadas	jávkadas
skáimmadas	skájmadas
goalmmadas	goalmadas
miljovnnadas	miljjuvnadas
čáhpadas	tjáhpadas
čáhppadas	tjáhppadas
gearradas	gierradas
veahtadas	viehtadas
gásttadas	gástadas
sievttadas	sievtadas
lávttadas	lávtadas
dálvadas	dálvvadas
čihččedas	tjihttjedas
vuoiddas	vuojdas
alddas	aldas
bajildas	bajeldas
siskkildas	siskeldas
vuolildas	vuoleldas
olgguldas	ålguldas
urddas	urdas
dugordas	dugurdas
čohkodas	tjåhkudas
nanodas	nanudas
gottodas	gåttudas
vavddas	vavdas
njabadas	njabádas
goađádas	goadádas
viđadas	vidádas
viđádas	vidádas
čuođádas	tjuodádas
guđadas	gudádas
guđádas	gudádas
deavddádas	dævdádas
bagadas	bagádas
seagádas	sægádas
njealjádas	njæljjádas
baskkádas	baskádas
goalmmádas	goalmádas
nanadas	nanádas
uradas	urádas
čáradas	tjárádas
gávccádas	gávttsádas
jorbadas	jårbbådas
jođadas	jådådas
logádas	lågådas
skoađas	skådas
lossadas	låssådas
ovccádas	åvttsådas
govadas	gåvådas
ávdagas	ávddagas
gealdagas	gielldagas
gieldagas	gielldagas
bulddagas	buldagas
álddagas	áldagas
ruovddagas	ruovdagas
seahčagas	siehtjagas
čásmagas	tjássmagas
čatnagas	tjadnagas
gárdnagas	gárnnagas
álttagas	áltagas
reagas	riegas
veaiggas	viejgas
dáiggas	dájgas
šáiggas	sjájgas
skáiggas	skájgas
spáiggas	spájgas
váiggas	vájgas
mielggas	mielgas
garggas	gargas
sparggas	spargas
bierggas	biergas
čearggas	tjiergas
smierggas	smiergas
šnjirggas	sjnjirgas
cirggas	tsirgas
njurggas	njurgas
bárggas	bárgas
ávdugas	ávddugas
buldugas	bulldugas
bulddogas	buldugas
bulddugas	buldugas
gonogas	gånugas
šnjivggas	sjnjivgas
šlivggas	slivgas
čuovggas	tjuovgas
ruovggas	ruovgas
šuvggas	sjuvgas
gávggas	gávgas
njávggas	njávgas
skiŋggas	skiŋgas
máŋggas	máŋgas
gonagas	gånågas
boragas	bårågas
oktagas	åktågas
gieđahas	giedahas
rievddahas	rievdahas
spaiggahas	spajgahas
vuolggahas	vuolgahas
čuogahas	tjuogahas
njárggahas	njárgahas
ruvggahas	ruvgahas
skoavhllahas	skoavhlahas
skuvllahas	skuvlahas
biepmahas	biebmahas
čuohpahas	tjuohpahas
fearahas	fierahas
jurssahas	jursahas
njiehcahas	njiehtsahas
heasttahas	hiestahas
risttahas	ristahas
goađehas	goadehas
meađđehas	mieddehas
meađehas	miedehas
vuovddehas	vuovdehas
virgehas	virggehas
njealjehas	njieljjehas
áššehas	ássjehas
geažehas	gietjehas
njiččehas	njittjehas
cahkkehas	tsahkkehas
sokkehas	såkkehas
nanihas	nanehas
njiehcehas	njiehtsehas
meahcehas	miehtsehas
gávttehas	gávtehas
stobuhas	ståbuhas
ráiddohas	rájduhas
segohas	seguhas
bigohas	biguhas
hilggohas	hilguhas
ogohas	åguhas
šiljohas	sjiljjuhas
boaššohas	boassjuhas
divššohas	divsjuhas
oaččohas	oattjuhas
rikkohas	rikkuhas
čulkkohas	tjulkuhas
biellohas	bielluhas
suolohas	suoluhas
čoamohas	tjoamuhas
biepmohas	biebmuhas
čoanohas	tjoanuhas
lonohas	lånuhas
lonuhas	lånuhas
goasohas	goasuhas
evttohas	evtuhas
eavttohas	ievtuhas
ruvttohas	ruvtuhas
avohas	avuhas
cábahas	tsábáhas
silddáhas	sildáhas
čuolddáhas	tjuoldáhas
guđahas	gudáhas
bivddáhas	bivdáhas
vajahas	vajáhas
bijahas	bijáhas
spanjahas	spanjáhas
čoakkáhas	tjoakkáhas
bázahas	bátsáhas
seasttáhas	sæstáhas
sobahas	såbåhas
govddahas	gåvdåhas
jođahas	jådåhas
njođahas	njådåhas
dolahas	dålåhas
borahas	båråhas
čorahas	tjåråhas
čuopmajas	tjuobmajas
gávpejas	gávppejas
bealjas	bieljjas
giljas	giljjas
šlienjas	slienjas
bearjjas	bierjas
álbbažas	álbatjas
vuoražas	vuoratjas
riežas	rietjas
gáhčas	gáhtjas
skáhčas	skáhtjas
bulččas	bultjas
speaččas	spiettjas
bávččas	bávtjas
šloahkas	sloahkas
coahkas	tsoahkas
šuohkas	sjuohkas
fuoikkas	fuojkas
luoikkas	luojkas
aškkas	asjkas
loaškkas	loasjkas
roaškkas	roasjkas
beaškkas	biesjkas
deaškkas	diesjkas
gieškkas	giesjkas
lieškkas	liesjkas
reaškkas	riesjkas
biškkas	bisjkas
diškkas	disjkas
fiškkas	fisjkas
riškkas	risjkas
ruoškkas	ruosjkas
fáškkas	fásjkas
huikkas	hujkas
háikkas	hájkas
šáikkas	sjájkas
spáikkas	spájkas
šikkas	sjikkas
šuokkas	sjuokkas
čuokkas	tjuokkas
jalkkas	jalkas
goalkkas	goalkas
čoalkkas	tjoalkas
skoalkkas	skoalkas
gilkkas	gilkas
skilkkas	skilkas
julkkas	julkas
dálkkas	dálkas
sparkkas	sparkas
skurkkas	skurkas
snurkkas	snurkas
gaskkas	gaskas
njaskkas	njaskas
časkkas	tjaskas
mielkkaskas	mielkaskas
seamaskas	siemaskas
buoskkas	buoskas
roavskas	roavsskas
cuskkas	tsuskas
roavskkas	roavskas
fáskkas	fáskas
skoavkkas	skoavkas
stoavkkas	stoavkas
ravkkas	ravkas
savkkas	savkas
beavkkas	bievkas
livkkas	livkas
civkkas	tsivkas
cuvkkas	tsuvkas
bávkkas	bávkas
šloaŋkkas	sloaŋkas
hiŋkkas	hiŋkas
ruŋkkas	ruŋkas
ráidalas	rájddalas
veaiddalas	viejdalas
seahkalas	siehkalas
čihkalas	tjihkalas
stearkalas	stierkkalas
reastalas	riesstalas
riestalas	riesstalas
áitalas	ájttalas
čiekŋalas	tjiegŋalas
váhkolas	váhkulas
guovllas	guovlas
boaldálas	boalldálas
seahkálas	sæhkálas
ceahkkálas	tsæhkkálas
gáskálas	gásskálas
bupmálas	bubmálas
jorbálas	jårbbålas
čoalas	tjålas
gohpalas	gåhpålas
skohpalas	skåhpålas
čuožžamas	tjuodtjamas
čiktamas	tjiktamas
čuožžemas	tjuodtjemas
beallemas	biellemas
čaimmas	tjajmas
buoimmas	buojmas
luoimmas	luojmas
rušmmas	rusjmas
gulddalmas	guldalmas
rievddalmas	rievdalmas
galmmas	galmas
čalmmas	tjalmas
čoakkalmas	tjoakkalmas
buozalmas	buotsalmas
šattalmas	sjattalmas
guolmmas	guolmas
šattolmas	sjattulmas
álmmas	álmas
gažalmas	gatjálmas
čájálmas	tjájálmas
čoakkálmas	tjoakkálmas
manalmas	manálmas
jođálmas	jådålmas
joralmas	jårålmas
čuomas	tjuomas
čuorpmas	tjuormas
suorpmas	suormas
guosmmas	guosmas
guoggomas	guoggumas
čuožžomas	tjuodtjumas
eaidanas	iejddanas
áidanas	ájddanas
vuoiddanas	vuojdanas
mulgganas	mulganas
čeargganas	tjierganas
leađgganas	lierganas
šleađgganas	slierganas
cirgganas	tsirganas
njurgganas	njurganas
bárgganas	bárganas
šloavgganas	sloavganas
reavgganas	rievganas
njávgganas	njávganas
veajanas	viejanas
giljanas	giljjanas
čuojanas	tjuojanas
njivžžanas	njivtjanas
šuohkanas	sjuohkanas
goaikkanas	goajkanas
biškkanas	bisjkanas
diškkanas	disjkanas
riškkanas	risjkanas
huikkanas	hujkanas
šikkanas	sjikkanas
goalkkanas	goalkanas
skoalkkanas	skoalkanas
gilkkanas	gilkanas
skilkkanas	skilkanas
julkkanas	julkanas
faskkanas	faskanas
cuskkanas	tsuskanas
skoavkkanas	skoavkanas
bávkkanas	bávkanas
luoimmanas	luojmanas
sainnanas	sajnanas
vuovssanas	vuovsanas
measttanas	miestanas
suoivvanas	suojvanas
vuoiŋŋanas	vuojŋanas
láinnas	lájnas
máinnas	májnas
balddonas	baldunas
njulggonas	njulgunas
njurggonas	njurgunas
čujonas	tjujunas
njalonas	njalunas
rievnnas	rievnas
ávnnas	ávnas
rufanas	rufánas
njiganas	njigánas
bižanas	bitjánas
stužanas	stutjánas
ájanas	ájánas
gájanas	gájánas
čájánas	tjájánas
skájanas	skájánas
skilanas	skilánas
njimanas	njimánas
gáranas	gáránas
rokkanas	råkkånas
dohranas	dåhrånas
boranas	bårånas
bosanas	båsånas
gosanas	gåsånas
čiehpas	tjiehpas
fáippas	fájpas
váippas	vájpas
gurppas	gurpas
ráidaras	rájddaras
njaŋgaras	njaŋggaras
njáŋgaras	njáŋggaras
šláŋgaras	sláŋggaras
stáiparas	stájpparas
vuobiras	vuoberas
čieras	tjieras
čahras	tjahras
cihras	tsihras
áirras	ájrras
duhkoras	duhkuras
čehporas	tjehpuras
čuomáras	tjuomáras
duntáras	dunttáras
goigáras	gåjggåras
láppezas	láppetsas
smirezas	smiretsas
ruohcas	ruohtsas
stirccas	stirtsas
suvccas	suvttsas
cuvccas	tsuvttsas
lihpázas	lihpátsas
lippázas	lippátsas
urttas	urtas
časttas	tjastas
goaistas	goajsstas
sievttas	sievtas
bivttas	bivtas
lávttas	lávtas
geavas	gievas
seaivvas	siejvas
vuoivvas	vuojvas
buozalvas	buotsalvas
jiervvas	jiervas
čuorvvas	tjuorvas
vuoi-čuorvvas	vuoj-tjuorvas
duokŋas	duogŋas
aids	ajds
seaibbis	siejbes
holbbis	hålbes
vuobis	vuobes
oarbbis	oarbes
gárbbis	gárbes
stábis	stábes
njađis	njades
soađis	soades
čendis	tjenddes
áiddis	ájdes
álddis	áldes
bálddis	báldes
málddis	máldes
vánddis	vándes
čuođis	tjuodes
urddis	urdes
buđis	budes
goavddis	goavdes
luovddis	luovdes
goagis	goages
jiegis	jieges
bálges	bálgges
solgis	sålgges
bálggis	bálges
fálggis	fálges
njálggis	njálges
čarggis	tjarges
čierggis	tjierges
njuorggis	njuorges
suorggis	suorges
sárggis	sárges
jorggis	jårges
givggis	givges
bealjis	bieljjes
ánjis	ánjes
bonjis	bånjes
girjjis	girjes
vuorččis	vuortjes
morččis	mårtjes
bužis	butjes
čoavččis	tjoavtjes
jiehkis	jiehkes
ceahkes	tsiehkes
ceahkis	tsiehkes
goikkis	gåjkes
deaččalakkis	diettjalakkes
čáhkalakkis	tjáhkalakkes
bulljarakkis	bulljarakkes
gávdnjarakkis	gávnnjarakkes
gaidnarakkis	gajnnarakkes
buncarakkis	bunttsarakkes
sakkis	sakkes
giekkis	giekkes
riekkis	riekkes
rock-riekkis	råck-riekkes
seakkis	siekkes
siekkis	siekkes
rikkis	rikkes
čuokkis	tjuokkes
cáhcu-čuokkis	tsáhtso-tjuokkes
ákkis	ákkes
gákkis	gákkes
čielkkis	tjielkes
časkkis	tjaskes
niskkis	niskes
gáskkis	gáskes
lávkkis	lávkes
oalis	oales
syfilis	syfeles
bealis	bieles
gielis	gieles
gallis	galles
amaryllis	amárylles
gállis	gálles
čeavllis	tjievles
návllis	návles
fális	fáles
mális	máles
boles	båles
golis	gåles
poles	påles
gimis	gimes
čuoimmis	tjuojmes
fielmmis	fielmes
vielmmis	vielmes
vuosmmis	vuosmes
gátnis	gádnes
geanis	gienes
dáinnis	dájnes
tennis	tennes
vuortnis	vuornes
bortnis	bårnes
njunis	njunes
bánis	bánes
gánis	gánes
lonis	lånes
lahpis	lahpes
oahpis	oahpes
geahpis	giehpes
buohpis	buohpes
tuohpis	tuohpes
ráhpis	ráhpes
vielppis	vielpes
láppis	láppes
doppis	dåppes
jaspis	jasspes
doaris	doares
varis	vares
dearis	dieres
varris	varres
gáirris	gájrres
čeavrris	tjievres
hávrris	hávres
salaris	saláres
gasis	gases
geasis	gieses
praksis	prakses
skepsis	skepses
lássis	lásses
oazis	oatses
fanccis	fantses
vuonccis	vuontses
bovccis	båvttses
vievssis	vievses
ávssis	ávses
x-ávssis	x-ávses
y-ávssis	y-ávses
lásis	láses
riehtis	riehtes
ráhtis	ráhtes
basttes	bastes
rásttis	rástes
moattis	moattes
guovttis	guovtes
goaivvis	goajves
beaivvis	biejves
sarvvis	sarves
alŋŋis	alŋes
jalŋŋis	jalŋes
beađŋŋis	bierŋes
geavŋŋis	gievŋŋes
suovŋŋis	suovŋŋes
timotemos	timutemos
gáhtegismmos	gáhtegismos
káhtekismmos	káhtekismos
bohtehtos	båhtehtos
pohtehtos	påhtehtos
botehtos	båtehtos
vuobirs	vuobers
jazz	jadts
radi^us	rade^us
justiti^ari^us	jusstete^are^us
justitiári^us	jusstetiáre^us
duolbbus	duolbus
cábus	tsábus
globus	glåbus
sobus	såbus
soabahus	såbadus
rievdadus	rievddadus
vuoiddadus	vuojdadus
hálddahus	háldadus
válddahus	váldadus
gurgadus	gurggadus
čielggadus	tjielgadus
njuolggadus	njuolgadus
vuolggahus	vuolgadus
álggahus	álgadus
barggahus	bargadus
duljahus	duljjadus
lihkahus	lihkadus
šuohkahus	sjuohkadus
vikkahus	vikkadus
mearkkahus	mierkadus
guoskkahus	guoskadus
njuoskkadus	njuoskadus
vealahus	vieladus
fuolahus	fuoladus
doaimmahus	doajmadus
soaimmadus	soajmadus
nađus	nadus
gávnnahus	gávnadus
boađus	boadus
oahpahus	oahpadus
loahpahus	loahpadus
čuohpadus	tjuohpadus
čuohpahus	tjuohpadus
suohpahus	suohpadus
giessahus	giessadus
čuozahus	tjuotsadus
šiehtadus	sjiehtadus
eastadus	iesstadus
buvttadus	buvtadus
geavahus	gievadus
heavahus	hievadus
oaivvadus	oajvadus
oaivadus	oajvvadus
arvadus	arvvadus
vuoiŋŋadus	vuojŋadus
hálbbidus	hálbedus
jeđđehus	jeddedus
ovdehus	åvddedus
bovdehus	båvddedus
ráđđehus	ráddedus
sáddehus	sáddedus
ovddidus	åvdedus
cuigehus	tsujggedus
čilgehus	tjilggedus
gárgedus	gárggedus
čuvgehus	tjuvggedus
lieđus	liedus
ráddjehus	ráddjedus
hárjehus	hárjjedus
gavjehus	gavjjedus
gáržžidus	gártjedus
cahkkehus	tsahkkedus
dohkkehus	dåhkkedus
čohkkehus	tjåhkkedus
bávkkehus	bávkedus
alidus	aledus
gallehus	galledus
fillehus	filledus
hállehus	hálledus
vuolidus	vuoledus
hálidus	háledus
dubmehus	dubbmedus
gummehus	gummedus
geahpedus	giehpedus
erehus	eredus
sirrehus	sirredus
járrehus	járredus
várrehus	várredus
járehus	járedus
huksehus	huksedus
vásihus	vásedus
fáhtehus	fáhtedus
hehttehus	hehttedus
rentehus	renttedus
prentehus	prenttedus
guottihus	guottedus
heivehus	hejvvedus
suivehus	sujvvedus
rávvehus	rávvedus
govvidus	gåvvedus
ráŋihus	ráŋedus
iđus	idus
biđus	bidus
dovddiidus	dåvdijdus
golggiidus	gålgijdus
čohkiidus	tjåhkijdus
háliidus	hálijdus
moriidus	mårijdus
viiddus	vijdus
balddus	baldus
gielddus	gieldus
mielddus	mieldus
bajildus	bajeldus
čuolddus	tjuoldus
buđaldus	budáldus
siskkáldus	siskáldus
buođus	buodus
duođus	duodus
vuođus	vuodus
gierddus	gierdus
vearddus	vierdus
jurddus	jurdus
ipmárdus	ibmárdus
vuođđudus	vuoddudus
gáđohus	gádudus
seaguhus	siegudus
segohus	segudus
cuiggodus	tsujgudus
oalgguhus	oalgudus
juđus	judus
njuđus	njudus
vašuhus	vasjudus
čuoččuhus	tjuottjudus
ávžžuhus	ávtjudus
čujuhus	tjujudus
váikkuhus	vájkudus
beakkohus	biekkudus
roahkkohus	roahkkudus
mirkkohus	mirkudus
dárkkuhus	dárkudus
fápmudus	fábmudus
almmuhus	almudus
čoanohus	tjoanudus
meannudus	miennudus
lonuhus	lånudus
garuhus	garudus
erohus	erudus
earuhus	ierudus
vearuhus	vierudus
gievrudus	gievrrudus
váruhus	várudus
muittuhus	mujtudus
deattuhus	diettudus
evttohus	evtudus
eavttuhus	ievtudus
divodus	divudus
čoavddus	tjoavdus
bivddus	bivdus
duvddus	duvdus
njuvddus	njuvdus
suvddus	suvdus
gáibádus	gájbbádus
vuorbádus	vuorbbádus
hálbbádus	hálbádus
goađádus	goadádus
veardádus	værddádus
hávdádus	hávddádus
meaddádus	mæddádus
dieđáhus	diedádus
mieđáhus	miedádus
balddáhus	baldádus
hálddáhus	háldádus
bagadus	bagádus
sagahus	sagádus
gárgádus	gárggádus
suorggádus	suorgádus
jugahus	jugádus
vihahus	vihádus
dajahus	dajádus
čádjádus	tjádjádus
gearjádus	gærjjádus
spažáhus	spatjádus
iežáhus	ietjádus
gáržžádus	gártjádus
ájáhus	ájádus
čájáhus	tjájádus
čoahkádus	tjoahkádus
čoakkádus	tjoakkádus
čoakkáhus	tjoakkádus
čoahkkádus	tjoahkkádus
bilkádus	bilkkádus
gulahus	guládus
ealáhus	æládus
jamáhus	jamádus
namahus	namádus
manahus	manádus
oainnáhus	oajnádus
sivdnádus	sivnnádus
suohpáhus	suohpádus
dáhpáhus	dáhpádus
háhpáhus	háhpádus
eahpádus	æhpádus
geahpádus	gæhpádus
mearrádus	mærrádus
earáhus	ærádus
lasáhus	lasádus
muosáhus	muosádus
bázahus	bátsádus
bázáhus	bátsádus
bio^bázahus	bio^bátsádus
givssádus	givsádus
ásahus	ásádus
vásahus	vásádus
vásáhus	vásádus
heahtádus	hæhtádus
goasttádus	goastádus
fástádus	fásstádus
vástádus	vásstádus
meattáhus	mættádus
váivvádus	vájvádus
oaivádus	oajvvádus
árvádus	árvvádus
goakŋádus	goagŋádus
bođus	bådus
lobádus	låbådus
ovddádus	åvdådus
gođus	gådus
golggahus	gålgådus
sojahus	såjådus
hohkahus	håhkådus
rohkadus	råhkådus
olahus	ålådus
golahus	gålådus
modus	mådus
gomáhus	gåmådus
lohpádus	låhpådus
joráhus	jårådus
gozáhus	gåtsådus
losádus	låsådus
lovttahus	låvtådus
govvadus	gåvvådus
govvádus	gåvvådus
seagus	siegus
aspárggus	asspárggus
ávgos	ávggus
laiggus	lajgus
guoiggus	guojgus
juoiggus	juojgus
čuoiggus	tjuojgus
čielggus	tjielgus
njuolggus	njuolgus
bálggus	bálgus
njálggus	njálgus
golggus	gålgus
čuogus	tjuogus
suorggus	suorgus
sárggus	sárgus
doavggus	doavgus
ávggos	ávgus
máŋggus	máŋgus
čogus	tjågus
logus	lågus
valjus	valjjus
bealjus	bieljjus
čuojus	tjuojus
vuoššus	vuossjus
geažus	gietjus
gohčus	gåhtjus
bižus	bitjus
spižus	spitjus
vuožus	vuotjus
bážus	bátjus
vážus	vátjus
čájus	tjájus
ruhkos	ruhkus
rohkos	råhkus
cakkus	tsakkus
ceakkus	tsiekkus
sirkus	sirkkus
botkkus	båtkkus
cealkkus	tsielkus
čarkkus	tjarkus
hibiskus	hibeskus
iskkus	iskus
suoskkus	suoskus
gáskkus	gáskus
savkkus	savkus
bávkkus	bávkus
jávkkus	jávkus
boŋkkus	båŋkus
fokus	fåkus
váidalus	vájddalus
doarjalus	doarjjalus
várjalus	várjjalus
geahččalus	giehttjalus
čoalus	tjoalus
hástalus	hásstalus
giitalus	gijttalus
muitalus	mujttalus
bálvalus	bálvvalus
árvalus	árvvalus
cielus	tsielus
seaillus	siejllus
čuolus	tjuolus
vádjolus	vádjulus
čálus	tjálus
bálválus	bálvválus
olus	ålus
goddalus	gåddålus
jorgalus	jårggålus
botnjalus	bådnjålus
jorralus	jårrålus
johtalus	jåhtålus
uskimus	usskemus
boaimmus	boajmus
reašmmus	riesjmus
váimmus	vájmus
galmmus	galmus
čalmmus	tjalmus
čuolmmus	tjuolmus
boaššumus	boassjumus
čanus	tjanus
botnus	bådnus
kosinus	kåsenus
cosinus	tsåsenus
hypotenus	hyputenus
činus	tjinus
oainnus	oajnus
geainnus	giejnus
máinnus	májnus
feartnus	fiernus
vuortnus	vuornus
gávnnus	gávnus
viidánus	vijddánus
vearránus	værránus
bonus	bånus
epos	epus
čuohpus	tjuohpus
gumppus	gumpus
kumppus	kumpus
tempus	temppus
korpus	kårppus
čierus	tjierus
mearus	mierus
čivrrus	tjivrus
uvrrus	uvrus
suvrrus	suvrus
borus	bårus
jorus	jårus
genitiiva-instruktiiva-kasus	genetijva-instruktijva-kasus
geasus	giesus
ránsos	ránssus
fránsos	fránssus
gaccus	gattsus
váccus	váttsus
leavssus	lievsus
juvssus	juvsus
jovssus	jåvsus
surggiidahtus	surgijdahtus
beahtus	biehtus
giittos	gijtus
giittus	gijtus
duođaštus	duodasjtus
julggaštus	julgasjtus
ávaštus	ávasjtus
heađuštus	hiedusjtus
mieđuštus	miedusjtus
vuođuštus	vuodusjtus
duoguštus	duogusjtus
mátkkoštus	mátkkusjtus
beloštus	belusjtus
bealuštus	bielusjtus
beroštus	berusjtus
árvvoštus	árvusjtus
ráŋggáštus	ráŋgásjtus
jolggaštus	jålgåsjtus
láittus	lájtus
náittus	nájtus
preanttus	prientus
sárggastus	sárgastus
oamastus	åmastus
oasttus	oastus
vuoiŋŋastus	vuojŋastus
dárkkistus	dárkestus
vearistus	vierestus
áŧestus	átestus
vuođustus	vuodustus
almmustus	almustus
nanostus	nanustus
einnostus	ejnustus
fásttus	fástus
doarggástus	doargástus
dárkkástus	dárkástus
heammástus	hæmmástus
birastus	birástus
deahtástus	dæhtástus
vásttus	vástus
osttus	åstus
ovddastus	åvdåstus
dovddastus	dåvdåstus
ođastus	ådåstus
lonástus	lånåstus
ovttastus	åvtåstus
šattus	sjattus
roavttus	roavtus
guovttos	guovtus
buvttus	buvtus
bálvvus	bálvus
čuovus	tjuovus
čuorvvus	tjuorvus
govus	gåvus
skabas	skabás
duolbbás	duolbás
lađas	ladás
nađas	nadás
uđas	udás
ráđas	rádás
váđas	vádás
lagas	lagás
spagas	spagás
givgás	givggás
njigas	njigás
rágas	rágás
paradiás	parádiás
paradiijás	parádijjás
lánjas	lánjás
lužas	lutjás
skážas	skátjás
alas	alás
valas	valás
nálas	nálás
ramas	ramás
gámas	gámás
rámas	rámás
fanas	fanás
čanas	tjanás
vanas	vanás
spánas	spánás
maras	marás
biras	birás
sáras	sárás
gávas	gávás
daŋas	daŋás
doiddas	dåjdås
ovddas	åvdås
ođas	ådås
bođas	bådås
jođas	jådås
lođas	lådås
šolggas	sjålgås
šogas	sjågås
borjjas	bårjås
